631486431,"CrisEfeitos",Cristiano Araújo,272119,1416244398712
553572500,"AD_SPORTSCH",???? ?????? ????????,264380,1416244398712
90963197,"folha_poder",Folha Poder,263659,1416244398712
14120922,"thetanmay",Tanmay Bhat,265443,1416244398712
421855962,"Raffaellafico",Raffaella Fico,261050,1416244398712
19564523,"Manzarra",João Manzarra,260846,1416244398712
67939411,"xandedepilares",xandedepilares,257187,1416244398712
293496413,"robertmarawa",robertmarawa,255736,1416244398712
118720645,"kyunghyang",????,250892,1416244398712
73840916,"GoalUK",Goal UK,248441,1416244398712
78684416,"BlogdoJuca",Juca Kfouri,246525,1416244398712
133779381,"glutamine_nico",??????1105???????,245615,1416244398712
166522734,"OKAZ_online",????? ????,235303,1416244398712
49781518,"O_Unas",rui unas,220293,1416244398712
461578921,"marciocapatonda",maccio capatonda,210927,1416244398712
154102750,"Beritasatu",BeritaSatu.com,210516,1416244398712
98087364,"touyukan",??,208509,1416244398712
148800843,"Los40ar",40 Principales,208021,1416244398712
894096848,"miriamsan81",MIRIAM SANCHEZ,206556,1416244398712
89504000,"angelicacastro_",Angélica Castro,190945,1416244398712
76666825,"TeletonColombia",Teletón Colombia ,187310,1416244398712
381474818,"FuriaseElena",Elena Furiase,187137,1416244398712
131160120,"Frank_Blanco",Frank Blanco,186533,1416244398712
432507102,"fia",FIA,178014,1416244398712
628253891,"iamVikramPrabhu",Vikram Prabhu,176358,1416244398712
2830720945,"chaelinCL",CL,177603,1416244398712
1427572039,"SarahSechan_NET",Sarah Sechan,174961,1416244398712
469591535,"MumuzinhoC",Mumuzinhoc,173299,1416244398712
1278787135,"Siphano",Julien,173130,1416244398713
160881696,"1tvru_news",?????? ????? ???????,172792,1416244398713
91130461,"folhailustrada",Folha Ilustrada,170118,1416244398713
1110190452,"CHIMPSINSOCKS",amanda abbington,168849,1416244398713
118518057,"yvonneokoro",yvonne okoro,168913,1416244398713
20805188,"guia_folha",Guia Folha,158991,1416244398713
17781576,"OfficialWRC",WRC,159045,1416244398713
195516975,"Joselyn_Dumas",Joselyn Dumas,159150,1416244398713
158110011,"sorluciacaram",Sor Lucía Caram,157159,1416244398713
42619515,"juancamus",Juan Camus,155070,1416244398713
1057266128,"AndyRaconte",Andy,156814,1416244398713
69183155,"detikcom",detikcom,8523092,1416244459784
41043596,"jorgeemateus",Jorge & Mateus,2895877,1416244459784
125225621,"TRANSTV_CORP",TRANS TV,2797778,1416244459784
124839730,"TRANS7",TRANS7,2754066,1416244459784
114557496,"urgantcom",Ivan Urgant,2483669,1416244459784
88910796,"eseryenenler",Eser YENENLER,2214197,1416244459784
701699418,"AHMTKURAL",Ahmet Kural,2184626,1416244459784
468921945,"fbbreal",Fatima Bernardes,1484738,1416244459784
7831092,"tacobell",Taco Bell,1436024,1416244459784
366666686,"kivanctatlitug",K?vanç Tatl?tu?,1378441,1416244459784
264771201,"TolgaCevik",Tolga Cevik,1373435,1416244459784
99092563,"gulsenin",Gül?en,1362968,1416244459784
71436318,"KompasTV",KOMPAS TV,1275879,1416244459784
99918629,"channelone_rus",?????? ?????,1226280,1416244459784
16203586,"dougulman",Doug Ulman,1089997,1416244459784
141817380,"Anitta",Anitta,1072339,1416244459784
122342030,"maya_karin",Maya Karin,991298,1416244459784
83512464,"ANDREMARQUES79",ANDRE  A S MARQUES,954324,1416244459784
88911946,"ibrahimbuyukak",?brahim BÜYÜKAK,918061,1416244459784
89159940,"ousankoc",O?uzhan KOÇ,850733,1416244459784
324076260,"bysTaXx",sTaXx,851876,1416244459784
