17166894,"chicagosymphony",Chicago Symphony ,50002,5687,4638,1420544091892
25974580,"mip",MIP Markets,12893,5085,11073,1420544091892
824157,"mathewi",Mathew Ingram,61264,3514,133693,1420544091892
15484266,"TillamookCheese",Tillamook Cheese,18640,7189,42463,1420544091892
44426926,"FOX8NOLA",FOX 8 New Orleans,38635,2775,92914,1420544091892
21044502,"ZMonline",ZMonline,20927,2451,9097,1420544091892
180026716,"hucks6dh6",Darren Huckerby,71075,4439,29173,1420544091892
36573752,"realestate_au",realestate.com.au,42209,10243,6269,1420544091892
12273252,"tomwarren",Tom Warren,45256,1665,56460,1420544091892
17956766,"mattandalex",Matt and Alex,70328,2079,12924,1420544091892
11831752,"kenli729",Kenneth Li,10050,1136,9535,1420544091892
24667029,"eBayCorp_UK",eBay UK retail news,22440,2770,4147,1420544091892
20133051,"STVSport",STV Sport,40657,2059,44377,1420544091892
1381345892,"DerekLuh",Derek Luh,31918,20679,20449,1420544091892
34454970,"carsalescomau",carsales.com.au,13555,1758,5904,1420544091892
16785615,"CareDotCom",Care.com,21883,6570,12124,1420544091892
16253142,"byjoelanderson",Joel D. Anderson,16359,2894,76551,1420544091892
8312862,"harperteen",HarperTeen,83667,2045,19524,1420544091892
153740345,"Sapporo_tourism",?????????????,15529,4132,1914,1420544091892
240818630,"naturalfactors",Natural Factors,11647,1750,3997,1420544091892
24849868,"GOLDENthe24k",GOLDEN,51571,2077,12575,1420544091892
427848481,"DJLocksmith",Dj Locksmith,13169,1863,7087,1420544091892
135486484,"DesignSparkRS",DesignSpark,17887,1376,4551,1420544091892
238115057,"mtnug",MTN Uganda,46343,5121,36661,1420544091892
236134805,"ITCSaudiArabia",????????? ?????????,52800,4291,3206,1420544091892
18718162,"NJOYDE",N-JOY,44377,1139,9057,1420544091892
6416622,"benoitraphael",Benoit Raphael,90305,1761,5929,1420544091892
292289403,"SamPalladio",Sam Palladio,88029,1597,1729,1420544091892
39484190,"BIGN98",Nate Collins,12146,1160,32748,1420544091892
14916494,"TheCLE",Cleveland CVB,41776,5598,8222,1420544091892
2200632505,"kiis1065",KIIS 1065,19399,5878,20162,1420544091892
15646547,"EnergyTomorrow",EnergyTomorrow,35954,1719,24821,1420544091892
1051313198,"MattieLBreaux",Mattie Breaux,73393,4989,13681,1420544091892
41119424,"darlingparade",darling parade,88035,78391,6714,1420544091892
144972081,"digitalsci",Digital Science,15554,2765,5879,1420544091892
109013694,"AS_Manolete",Manolete,80641,1490,47023,1420544091892
19200736,"PostcodeLoterij",Postcode Loterij,17839,13309,11658,1420544091892
127723154,"triplemfooty",Triple M Footy,69400,1222,15982,1420544091892
40996128,"TitusNation",Christopher Titus,36854,1284,6239,1420544091892
